name,calories,protein,carbs,fat
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",2.3,0.2533,0.0,0.1354
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",1.94,0.2676,0.0,0.0887
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",2.28,0.2668,0.0,0.1262
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",1.86,0.1742,0.0,0.1236
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",2.67,0.2507,0.0,0.1769
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",2.59,0.2558,0.0,0.1661
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",2.32,0.2421,0.0,0.143
"Pork, fresh, spareribs, separable lean and fat, raw",2.77,0.1547,0.0,0.234
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",3.97,0.2906,0.0,0.303
"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",2.01,0.2751,0.0,0.0921
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",2.33,0.1249,0.0,0.2032
"Pork, fresh, variety meats and by-products, ears, frozen, raw",2.34,0.2245,0.006,0.151
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",1.66,0.1595,0.002,0.108
"Pork, fresh, variety meats and by-products, feet, raw",2.12,0.2316,0.0,0.1259
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",1.51,0.254,0.0,0.047
"Pork, fresh, variety meats and by-products, leaf fat, raw",8.57,0.0176,0.0,0.9416
"Pork, fresh, variety meats and by-products, liver, raw",1.34,0.2139,0.0247,0.0365
"Pork, fresh, variety meats and by-products, liver, cooked, braised",1.65,0.2602,0.0376,0.044
"Pork, fresh, variety meats and by-products, lungs, raw",0.85,0.1408,0.0,0.0272
"Pork, fresh, variety meats and by-products, spleen, raw",1.0,0.1786,0.0,0.0259
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",1.49,0.282,0.0,0.032
"Pork, fresh, variety meats and by-products, stomach, raw",1.59,0.1685,0.0,0.1014
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",2.22,0.2638,0.0,0.1214
"Canadian bacon, unprepared",1.1,0.2031,0.0134,0.0262
"Pork, cured, feet, pickled",1.4,0.1163,0.0001,0.1002
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",1.45,0.2093,0.015,0.0553
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",1.78,0.2262,0.0,0.0902
"Pork, cured, ham, patties, unheated",3.15,0.1278,0.0169,0.2819
"Pork, cured, ham, steak, boneless, extra lean, unheated",1.22,0.1956,0.0,0.0425
"Pork, cured, ham, whole, separable lean and fat, unheated",2.46,0.1849,0.0006,0.1852
"Pork, cured, ham, whole, separable lean only, unheated",1.47,0.2232,0.0005,0.0571
"Pork, cured, separable fat (from ham and arm picnic), unheated",5.79,0.0568,0.0009,0.6141
"Pork, cured, separable fat (from ham and arm picnic), roasted",5.91,0.0764,0.0,0.6186
"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",2.8,0.2043,0.0,0.2135
"Pork, cured, shoulder, arm picnic, separable lean only, roasted",1.7,0.2494,0.0,0.0704
"Pork, fresh, variety meats and by-products, tail, cooked, simmered",3.96,0.17,0.0,0.358
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",1.95,0.2956,0.0,0.0766
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",2.11,0.2884,0.0,0.0973
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",2.56,0.2502,0.0,0.1656
"Pork, cured, ham, extra lean and regular, canned, unheated",1.44,0.1797,0.0,0.0746
"Pork, cured, ham, extra lean and regular, canned, roasted",1.67,0.2094,0.0049,0.0843
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",1.96,0.2936,0.0,0.0786
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",2.16,0.1895,0.0,0.1495
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",2.11,0.199,0.0,0.1401
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",2.55,0.2629,0.0,0.1579
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",2.6,0.2763,0.0,0.1576
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",2.73,0.2582,0.0,0.1805
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",2.24,0.2768,0.0,0.118
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",2.14,0.2881,0.0,0.1013
"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",1.89,0.1934,0.0,0.1182
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",2.73,0.2649,0.0,0.1771
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",3.59,0.2175,0.0,0.2946
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",1.71,0.2841,0.0,0.0547
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",1.7,0.2819,0.0,0.0553
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",1.92,0.2962,0.0,0.0732
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",1.21,0.2281,0.0,0.0259
"Pork, fresh, ground, raw",2.63,0.1688,0.0,0.2119
"Pork, fresh, ground, cooked",2.97,0.2569,0.0,0.2077
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",2.01,0.2986,0.0,0.0811
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",1.47,0.2604,0.0,0.0396
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",2.35,0.2607,0.0,0.1366
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",1.44,0.2123,0.0,0.0588
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",2.11,0.2947,0.0,0.0944
"HORMEL, Cure 81 Ham",1.06,0.1843,0.0021,0.0359
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",1.19,0.182,0.0463,0.0307
HORMEL Canadian Style Bacon,1.22,0.1688,0.0187,0.0494
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",1.69,0.2895,0.0,0.05
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",1.9,0.2835,0.0,0.0766
"Pork, cured, bacon, cooked, baked",5.48,0.3573,0.0135,0.4327
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",1.21,0.2141,0.0087,0.0356
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",0.95,0.1543,0.0067,0.0348
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",1.28,0.2092,0.012,0.0443
"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",1.31,0.2204,0.0148,0.043
"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",1.37,0.2414,0.0048,0.0425
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",1.45,0.2495,0.0034,0.0497
"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",2.93,0.0616,0.4241,0.1134
"Heinz, Weight Watcher, Chocolate Eclair, frozen",2.41,0.044,0.403,0.069
"Interstate Brands Corp, Wonder Hamburger Rolls",2.73,0.0807,0.5084,0.0415
"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",3.05,0.05,0.7425,0.0109
"Crackers, cheese, sandwich-type with cheese filling",4.9,0.0892,0.5876,0.2441
"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",2.39,0.0588,0.4333,0.0473
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",3.85,0.0401,0.7183,0.0902
"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",4.09,0.047,0.727,0.1103
"Muffin, blueberry, commercially prepared, low-fat",2.55,0.0423,0.5005,0.0422
"Pie crust, refrigerated, regular, baked",5.06,0.0341,0.5852,0.2869
"Pie crust, deep dish, frozen, baked, made with enriched flour",5.21,0.061,0.5247,0.3184
"Pie crust, refrigerated, regular, unbaked",4.45,0.0297,0.5111,0.2546
"Crackers, whole-wheat, reduced fat",4.16,0.1134,0.7552,0.0759
"Crackers, wheat, reduced fat",4.44,0.0934,0.7152,0.1337
"Bread, pan dulce, sweet yeast bread",3.67,0.0942,0.5638,0.1158
"Keikitos (muffins), Latino bakery item",4.67,0.0681,0.5316,0.2524
"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style",4.18,0.0662,0.4894,0.217
"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour",4.45,0.0881,0.6628,0.1611
"Garlic bread, frozen",3.5,0.0836,0.4172,0.1661
"Cinnamon buns, frosted (includes honey buns)",4.52,0.0445,0.486,0.2661
"Crackers, cheese, reduced fat",4.18,0.1,0.6819,0.1167
"Crackers, saltines, whole wheat (includes multi-grain)",3.98,0.0714,0.6825,0.1071
"Bread, potato",2.66,0.125,0.4707,0.0313
"Bread, cheese",4.08,0.1042,0.4483,0.2083
"Focaccia, Italian flatbread, plain",2.49,0.0877,0.3582,0.0789
"SCHIFF,TIGER'S MILK BAR",3.87,0.168,0.5646,0.1429
"Candies, TOBLERONE, milk chocolate with honey and almond nougat",4.89,0.0571,0.6121,0.2857
"Snacks, corn-based, extruded, onion-flavor",4.99,0.077,0.651,0.226
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",5.67,0.0546,0.5454,0.3654
"Snacks, KRAFT, CORNNUTS, plain",4.46,0.085,0.7186,0.1564
"Snacks, crisped rice bar, chocolate chip",4.04,0.051,0.73,0.135
"Snacks, granola bars, hard, chocolate chip",4.38,0.073,0.721,0.163
Fruit syrup,3.41,0.0,0.8513,0.0
"Snacks, granola bars, soft, uncoated, plain",4.43,0.074,0.673,0.172
"Snacks, granola bars, soft, uncoated, peanut butter",4.26,0.105,0.644,0.158
"Topping, SMUCKER'S MAGIC SHELL",6.09,0.0294,0.5007,0.441
"Syrup, fruit flavored",2.61,0.0,0.651,0.0002
"Snacks, oriental mix, rice-based",5.06,0.1731,0.5162,0.2558
"Snacks, popcorn, air-popped",3.87,0.1294,0.7778,0.0454
"Snacks, popcorn, cheese-flavor",5.26,0.093,0.516,0.332
"Snacks, pork skins, plain",5.44,0.613,0.0,0.313
"Snacks, potato chips, barbecue-flavor",4.87,0.0651,0.5592,0.3106
"Snacks, potato chips, sour-cream-and-onion-flavor",5.31,0.081,0.515,0.339
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",4.63,0.0985,0.665,0.1692
"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",3.62,0.111,0.813,0.026
"Snacks, rice cracker brown rice, plain",3.87,0.082,0.815,0.028
"Snacks, rice cakes, brown rice, buckwheat",3.8,0.09,0.801,0.035
"Snacks, trail mix, tropical",4.42,0.063,0.656,0.171
"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",4.84,0.142,0.449,0.319
"Snacks, tortilla chips, taco-flavor",4.8,0.079,0.631,0.242
"Candies, TOOTSIE ROLL, chocolate-flavor roll",3.87,0.0159,0.8773,0.0331
"Candies, butterscotch",3.91,0.0003,0.904,0.033
"Candies, carob, unsweetened",5.4,0.0815,0.5629,0.3136
"Candies, caramels",3.82,0.046,0.77,0.081
"Candies, CARAMELLO Candy Bar",4.62,0.0619,0.6381,0.2119
"Candies, semisweet chocolate",4.8,0.042,0.639,0.3
"Candies, sweet chocolate",5.07,0.039,0.604,0.342
"Candies, sweet chocolate coated fondant",3.66,0.022,0.804,0.093
"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",5.69,0.1197,0.4685,0.3713
"Candies, confectioner's coating, butterscotch",5.39,0.022,0.671,0.2905
"Ice creams, french vanilla, soft-serve",2.22,0.041,0.222,0.13
"Candies, YORK Peppermint Pattie",3.84,0.0219,0.8099,0.0717
"Candies, TWIZZLERS NIBS CHERRY BITS",3.47,0.023,0.7937,0.0264
"Candies, SYMPHONY Milk Chocolate Bar",5.31,0.0851,0.5801,0.3057
"Candies, 5TH AVENUE Candy Bar",4.82,0.0878,0.6268,0.2398
"Candies, fondant, prepared-from-recipe",3.73,0.0,0.9318,0.0002
"Candies, fudge, chocolate, prepared-from-recipe",4.1,0.0239,0.767,0.1041
"Candies, fudge, chocolate, with nuts, prepared-from-recipe",4.6,0.0438,0.6815,0.1893
"Candies, gumdrops, starch jelly pieces",3.96,0.0,0.989,0.0
"Candies, hard",3.94,0.0,0.98,0.002
"Candies, jellybeans",3.75,0.0,0.9355,0.0005
"Candies, KIT KAT Wafer Bar",5.18,0.0651,0.6459,0.2599
"Candies, KRACKEL Chocolate Bar",5.23,0.0662,0.6434,0.2658
"Candies, MARS SNACKFOOD US, MARS Almond Bar",4.67,0.081,0.627,0.23
"Candies, marshmallows",3.18,0.018,0.813,0.002
"Candies, halavah, plain",4.69,0.1249,0.6049,0.2152
"Candies, NESTLE, OH HENRY! Bar",4.62,0.077,0.655,0.23
"Puddings, chocolate, dry mix, instant, prepared with 2% milk",1.05,0.0315,0.1889,0.0192
"Baking chocolate, mexican, squares",4.26,0.0364,0.7741,0.1559
Chocolate-flavored hazelnut spread,5.39,0.0541,0.6236,0.2973
"Candies, milk chocolate coated peanuts",5.19,0.131,0.497,0.335
"Glutino, Gluten Free Wafers, Lemon Flavored",5.15,0.0,0.7439,0.2418
"Glutino, Gluten Free Wafers, Milk Chocolate",5.41,0.0406,0.6282,0.3042
"Mary's Gone Crackers, Original Crackers, Organic Gluten Free",4.46,0.1206,0.6429,0.1563
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",4.57,0.1171,0.662,0.1611
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",4.58,0.0956,0.672,0.1682
"Sage Valley, Gluten Free Vanilla Sandwich Cookies",4.99,0.0313,0.7188,0.2215
"Schar, Gluten-Free, Classic White Rolls",2.39,0.0334,0.5047,0.0265
"Schar, Gluten-Free, Wheat-Free, Classic White Bread",2.4,0.0381,0.4613,0.0447
"Udi's, Gluten Free, Classic French Dinner Rolls",3.1,0.0799,0.551,0.064
"Van's, Gluten Free, Totally Original Waffles",2.48,0.0299,0.4054,0.0822
"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",4.71,0.0763,0.6757,0.1893
"Bread, multi-grain (includes whole-grain)",2.65,0.1336,0.4334,0.0423
"Cookies, animal crackers (includes arrowroot, tea biscuits)",4.46,0.069,0.741,0.138
"Sweet Potatoes, french fried, crosscut, frozen, unprepared",2.09,0.017,0.2552,0.111
"Sweet Potato puffs, frozen, unprepared",1.61,0.0136,0.3072,0.0358
"Mouse nuts, roots (Alaska Native)",0.81,0.039,0.161,0.001
"Mouse nuts, seedlings (Alaska Native)",1.04,0.073,0.163,0.011
Octopus (Alaska Native),0.56,0.123,0.0,0.008
"Seal, bearded (Oogruk), meat, dried (Alaska Native)",3.51,0.826,0.0,0.023
"Fish, pike, northern, liver (Alaska Native)",1.56,0.166,0.043,0.08
"Rhubarb, wild, leaves (Alaska Native)",0.61,0.042,0.099,0.005
"Fish, salmon, tipnuk, fermented (Alaska Native)",1.59,0.159,0.0,0.106
"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",2.66,0.307,0.0,0.159
"Seal, ringed, meat (Alaska Native)",1.42,0.284,0.0,0.032
"Seal, ringed, liver (Alaska Native)",1.16,0.186,0.029,0.033
"Soup, fish, homemade (Alaska Native)",0.72,0.074,0.056,0.022
"Sourdock, young leaves (Alaska Native)",0.42,0.023,0.065,0.007
"Walrus, meat, raw (Alaska Native)",1.99,0.192,0.0,0.136
"Walrus, meat and subcutaneous fat raw (Alaska Native)",2.82,0.163,0.0,0.241
"Walrus, liver, raw (Alaska Native)",1.25,0.21,0.035,0.03
"Oil, walrus (Alaska Native)",9.0,0.0,0.0,1.0
"Fish, whitefish, mixed species, raw (Alaska Native)",1.31,0.189,0.0,0.061
"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)",1.07,0.186,0.0,0.036
"Willow, leaves in oil (Alaska Native)",5.92,0.026,0.081,0.61
"Willow, young leaves, chopped (Alaska Native)",1.22,0.061,0.207,0.016
"Corn, white, steamed (Navajo)",3.86,0.0972,0.752,0.0518
"Cornmeal, white (Navajo)",3.98,0.1099,0.7714,0.0504
"Cornmeal, yellow (Navajo)",3.84,0.0985,0.729,0.0588
"Squash, Indian, raw (Navajo)",0.26,0.0052,0.0564,0.002
"Tortilla, includes plain and from mutton sandwich (Navajo)",2.37,0.0728,0.4994,0.0095
"Stew, dumpling with mutton (Navajo)",1.01,0.0871,0.0803,0.0378
"Stew, hominy with mutton (Navajo)",0.83,0.0671,0.0938,0.0206
"Stew, mutton, corn, squash (Navajo)",1.03,0.0862,0.0727,0.0434
"Fish, salmon, sockeye (red), raw (Alaska Native)",1.53,0.2194,0.0,0.0728
"Fish, Salmon, Chum, raw (Alaska Native)",1.16,0.2069,0.0,0.0367
"Fish, salmon, king (chinook), raw (Alaska Native)",1.87,0.2025,0.0,0.1173
"Salmonberries, raw (Alaska Native)",0.47,0.0085,0.1005,0.0033
"Caribou, shoulder meat, dried (Alaska Native)",2.71,0.5938,0.0,0.0367
"Caribou, hind quarter meat, raw (Alaska Native)",1.22,0.2263,0.0,0.0337
"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)",3.67,0.3531,0.0,0.2508
"Fish, whitefish, dried (Alaska Native)",3.71,0.6244,0.0,0.1344
"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)",1.86,0.2363,0.0,0.1017
"Fish, salmon, chum, dried (Alaska Native)",3.78,0.6209,0.0,0.1438
"Elk, free range, ground, cooked patties (Shoshone Bannock)",1.43,0.2945,0.0,0.028
"Elk, free range, ground, raw (Shoshone Bannock)",0.97,0.2014,0.0,0.018
"Elk, free range, roast, eye of round, cooked (Shoshone Bannock)",1.48,0.3056,0.0,0.0285
"Chokecherries, raw, pitted (Shoshone Bannock)",1.56,0.0289,0.3388,0.0098
"Steelhead trout, dried, flesh (Shoshone Bannock)",3.82,0.7727,0.0,0.0806
"Steelhead trout, boiled, canned (Alaska Native)",1.59,0.2111,0.0,0.0826
Acorn stew (Apache),0.95,0.0681,0.0922,0.0347
"Restaurant, Italian, chicken parmesan without pasta",2.04,0.1617,0.1092,0.1064
"Restaurant, Latino, arroz con leche (rice pudding)",1.46,0.032,0.2492,0.0369
"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",1.51,0.0464,0.244,0.0385
"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",1.42,0.0396,0.2374,0.0346
"Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)",1.82,0.035,0.3075,0.0498
"Restaurant, Latino, tamale, pork",1.74,0.0735,0.1575,0.0904
"Restaurant, Latino, black bean soup",1.03,0.051,0.1479,0.0257
"Restaurant, Latino, tripe soup",0.74,0.0861,0.0407,0.0258
"Restaurant, Latino, arepa (unleavened cornmeal bread)",2.19,0.0548,0.3714,0.0538
"Restaurant, Latino, bunuelos (fried yeast bread)",4.62,0.0802,0.4857,0.2624
"Restaurant, Chinese, beef and vegetables",1.05,0.0708,0.0729,0.053
"CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu",2.94,0.1867,0.2024,0.1541
"CRACKER BARREL, country fried shrimp platter",2.87,0.1262,0.214,0.1677
"CRACKER BARREL, farm raised catfish platter",2.66,0.2294,0.0531,0.1705
"DENNY'S, mozzarella cheese sticks",3.24,0.1356,0.2722,0.1787
"DENNY'S, golden fried shrimp",3.19,0.1388,0.2093,0.2001
"DENNY'S, macaroni & cheese, from kid's menu",1.5,0.0519,0.2116,0.0492
"DENNY'S, chicken nuggets, star shaped, from kid's menu",3.77,0.1627,0.1359,0.2857
"Restaurant, Chinese, shrimp and vegetables",0.78,0.059,0.0452,0.0405
"Restaurant, Chinese, sweet and sour chicken",2.5,0.101,0.2386,0.1265
"Restaurant, Chinese, sweet and sour pork",2.7,0.0891,0.2334,0.1566
"Restaurant, Chinese, chicken chow mein",0.85,0.0676,0.0829,0.028
"Restaurant, Chinese, vegetable chow mein, without meat or noodles",0.43,0.0134,0.0574,0.0168
"OLIVE GARDEN, spaghetti with meat sauce",1.21,0.058,0.1719,0.0328
"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",1.22,0.0587,0.1571,0.0392
"Restaurant, Chinese, sesame chicken",2.93,0.1433,0.2688,0.1425
"Syrups, grenadine",2.68,0.0,0.6691,0.0
"Imitation cheese, american or cheddar, low cholesterol",3.9,0.25,0.01,0.32
"Babyfood, banana juice with low fat yogurt",0.86,0.025,0.1754,0.008
"Babyfood, mixed fruit juice with low fat yogurt",0.74,0.024,0.1468,0.008
"Ham, turkey, sliced, extra lean, prepackaged or deli",1.34,0.196,0.0093,0.058
"Salad dressing, peppercorn dressing, commercial, regular",5.64,0.012,0.035,0.614
"Mayonnaise, reduced-calorie or diet, cholesterol-free",3.33,0.009,0.067,0.333
"Granola bar, soft, milk chocolate coated, peanut butter",5.36,0.096,0.541,0.312
"Salad dressing, italian dressing, reduced calorie",2.0,0.003,0.067,0.2
"Cream substitute, liquid, light",0.71,0.008,0.091,0.035
"Cheese, monterey, low fat",3.13,0.282,0.007,0.216
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",1.07,0.014,0.2,0.027
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",1.4,0.01,0.16,0.08
"Bologna, beef, low fat",2.04,0.118,0.052,0.148
"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",5.53,0.073,0.56,0.333
